"iso3c","date","value"
"TUV",2017,98.7
"TUV",2018,99
"TUV",2019,99.7
"TUV",2020,99.4
"TUV",2021,99.7
"TZA",2000,8.7
"TZA",2001,9.7
"TZA",2002,10.7
"TZA",2003,11.1
"TZA",2004,11.4
"TZA",2005,13.8
"TZA",2006,14.9
"TZA",2007,15.9
"TZA",2008,11.5
"TZA",2009,11.2
"TZA",2010,14.8
"TZA",2011,14.2
"TZA",2012,15.3
"TZA",2013,16.4
"TZA",2014,23.5
"TZA",2015,26.2
"TZA",2016,32.8
"TZA",2017,32.1
"TZA",2018,34.9
"TZA",2019,37.7
"TZA",2020,39.9
"TZA",2021,42.7
"UGA",2000,7.4
"UGA",2001,8.6
"UGA",2002,7.8
"UGA",2003,10.5
"UGA",2004,11.6
"UGA",2005,8.9
"UGA",2006,9
"UGA",2007,14.8
"UGA",2008,15.9
"UGA",2009,10
"UGA",2010,12.1
"UGA",2011,14.6
"UGA",2012,20.5
"UGA",2013,13.9
"UGA",2014,20.4
"UGA",2015,18.5
"UGA",2016,26.7
"UGA",2017,32.4
"UGA",2018,41.9
"UGA",2019,41.3
"UGA",2020,42.1
"UGA",2021,45.2
"UKR",2000,99.1
"UKR",2001,99.2
"UKR",2002,99.3
"UKR",2003,99.3
"UKR",2004,99.4
"UKR",2005,99.9
"UKR",2006,99.5
"UKR",2007,99.8
"UKR",2008,99.8
"UKR",2009,99.9
"UKR",2010,100
"UKR",2011,100
"UKR",2012,99.9
"UKR",2013,100
"UKR",2014,100
"UKR",2015,100
"UKR",2016,100
"UKR",2017,100
"UKR",2018,100
"UKR",2019,100
"UKR",2020,100
"UKR",2021,100
"URY",2000,97.6
"URY",2001,97.7
"URY",2002,97.8
"URY",2003,97.9
"URY",2004,98
"URY",2005,98
"URY",2006,98.5
"URY",2007,98.7
"URY",2008,98.8
"URY",2009,99.1
"URY",2010,99.3
"URY",2011,99.2
"URY",2012,99.6
"URY",2013,99.6
"URY",2014,99.7
"URY",2015,99.7
"URY",2016,99.7
"URY",2017,99.8
"URY",2018,99.8
"URY",2019,99.9
"URY",2020,100
"URY",2021,100
"USA",2000,100
"USA",2001,100
"USA",2002,100
"USA",2003,100
"USA",2004,100
"USA",2005,100
"USA",2006,100
"USA",2007,100
"USA",2008,100
"USA",2009,100
"USA",2010,100
"USA",2011,100
"USA",2012,100
"USA",2013,100
"USA",2014,100
"USA",2015,100
"USA",2016,100
"USA",2017,100
"USA",2018,100
"USA",2019,100
"USA",2020,100
"USA",2021,100
"UZB",2000,99.6
"UZB",2001,99.6
"UZB",2002,99.7
"UZB",2003,99.5
"UZB",2004,99.5
"UZB",2005,99.4
"UZB",2006,99.5
"UZB",2007,99.5
"UZB",2008,99.5
"UZB",2009,99.5
"UZB",2010,99.6
"UZB",2011,99.7
"UZB",2012,99.7
"UZB",2013,99.8
"UZB",2014,99.8
"UZB",2015,99.9
"UZB",2016,99.9
"UZB",2017,100
"UZB",2018,100
"UZB",2019,100
"UZB",2020,100
"UZB",2021,99.9
"VCT",2000,80
"VCT",2001,82.4
"VCT",2002,82.4
"VCT",2003,83.7
"VCT",2004,84.9
"VCT",2005,86.2
"VCT",2006,87.5
"VCT",2007,88.8
"VCT",2008,90.1
"VCT",2009,91.4
"VCT",2010,92.7
"VCT",2011,94.1
"VCT",2012,95.4
"VCT",2013,96.8
"VCT",2014,98.1
"VCT",2015,99.4
"VCT",2016,99.7
"VCT",2017,100
"VCT",2018,100
"VCT",2019,100
"VCT",2020,100
"VCT",2021,100
"VEN",2000,98.9
"VEN",2001,99.9
"VEN",2002,99.8
"VEN",2003,95.7
"VEN",2004,99.1
"VEN",2005,98.8
"VEN",2006,99.3
"VEN",2007,98.9
"VEN",2008,98.9
"VEN",2009,99
"VEN",2010,99.1
"VEN",2011,98.8
"VEN",2012,99.3
"VEN",2013,99.4
"VEN",2014,100
"VEN",2015,100
"VEN",2016,99.4
"VEN",2017,99.2
"VEN",2018,99.9
"VEN",2019,99.8
"VEN",2020,99.9
"VEN",2021,100
"VGB",2000,97.1
"VGB",2001,97.2
"VGB",2002,97.3
"VGB",2003,97.4
"VGB",2004,97.5
"VGB",2005,97.6
"VGB",2006,97.8
"VGB",2007,97.9
"VGB",2008,98.1
"VGB",2009,98.3
"VGB",2010,98.3
"VGB",2011,98.7
"VGB",2012,98.9
"VGB",2013,99.1
"VGB",2014,99.2
"VGB",2015,100
"VGB",2016,100
"VGB",2017,100
"VGB",2018,100
"VGB",2019,100
"VGB",2020,100
"VGB",2021,100
"VIR",2000,100
"VIR",2001,100
"VIR",2002,100
"VIR",2003,100
"VIR",2004,100
"VIR",2005,100
"VIR",2006,100
"VIR",2007,100
"VIR",2008,100
"VIR",2009,100
"VIR",2010,100
"VIR",2011,100
"VIR",2012,100
"VIR",2013,100
"VIR",2014,100
"VIR",2015,100
"VIR",2016,100
"VIR",2017,100
"VIR",2018,100
"VIR",2019,100
"VIR",2020,100
"VIR",2021,100
"VNM",2000,88.2
"VNM",2001,88.9
"VNM",2002,89.1
"VNM",2003,90.3
"VNM",2004,91
"VNM",2005,96.1
"VNM",2006,96
"VNM",2007,93.1
"VNM",2008,93.8
"VNM",2009,96.1
"VNM",2010,97.4
"VNM",2011,99
"VNM",2012,97.9
"VNM",2013,98.5
"VNM",2014,99.2
"VNM",2015,99.3
"VNM",2016,99.2
"VNM",2017,100
"VNM",2018,100
"VNM",2019,99.4
"VNM",2020,99.8
"VNM",2021,100
"VUT",2000,22.2
"VUT",2001,24
"VUT",2002,25.7
"VUT",2003,27.5
"VUT",2004,29.2
"VUT",2005,31
"VUT",2006,26.4
"VUT",2007,33.6
"VUT",2008,36.5
"VUT",2009,33.3
"VUT",2010,44.1
"VUT",2011,42
"VUT",2012,43.9
"VUT",2013,31.7
"VUT",2014,49.1
"VUT",2015,52.3
"VUT",2016,57.8
"VUT",2017,62.8
"VUT",2018,61.6
"VUT",2019,64.5
"VUT",2020,67.3
"VUT",2021,70
"WSM",2000,88
"WSM",2001,88.7
"WSM",2002,89.3
"WSM",2003,89.9
"WSM",2004,90.5
"WSM",2005,91.1
"WSM",2006,96.4
"WSM",2007,92.5
"WSM",2008,98.1
"WSM",2009,97.9
"WSM",2010,96.4
"WSM",2011,96.7
"WSM",2012,96.8
"WSM",2013,97
"WSM",2014,97.9
"WSM",2015,98.2
"WSM",2016,98.9
"WSM",2017,96.8
"WSM",2018,99.8
"WSM",2019,99.2
"WSM",2020,100
"WSM",2021,98.3
"YEM",2000,49.2
"YEM",2001,50.4
"YEM",2002,51.5
"YEM",2003,52.6
"YEM",2004,49.6
"YEM",2005,54.8
"YEM",2006,55.8
"YEM",2007,57.2
"YEM",2008,58.4
"YEM",2009,59.6
"YEM",2010,60.8
"YEM",2011,62
"YEM",2012,52.4
"YEM",2013,75.6
"YEM",2014,66.1
"YEM",2015,67.4
"YEM",2016,68.9
"YEM",2017,79.2
"YEM",2018,62
"YEM",2019,72.8
"YEM",2020,73.9
"YEM",2021,74.9
"ZAF",2000,72.4
"ZAF",2001,70.2
"ZAF",2002,76.7
"ZAF",2003,78.8
"ZAF",2004,80.6
"ZAF",2005,80.8
"ZAF",2006,80.7
"ZAF",2007,82
"ZAF",2008,81.9
"ZAF",2009,82.6
"ZAF",2010,82.8
"ZAF",2011,83.6
"ZAF",2012,85.2
"ZAF",2013,85.2
"ZAF",2014,85.9
"ZAF",2015,85.3
"ZAF",2016,83.9
"ZAF",2017,84.4
"ZAF",2018,84.7
"ZAF",2019,85
"ZAF",2020,90
"ZAF",2021,89.3
"ZMB",2000,16.7
"ZMB",2001,20.2
"ZMB",2002,17.4
"ZMB",2003,18.5
"ZMB",2004,20.3
"ZMB",2005,23.3
"ZMB",2006,24.1
"ZMB",2007,18.5
"ZMB",2008,25.7
"ZMB",2009,26.6
"ZMB",2010,22
"ZMB",2011,28.3
"ZMB",2012,29.2
"ZMB",2013,30.1
"ZMB",2014,27.9
"ZMB",2015,31.1
"ZMB",2016,35.4
"ZMB",2017,40.3
"ZMB",2018,40.2
"ZMB",2019,43
"ZMB",2020,44.6
"ZMB",2021,46.7
"ZWE",2000,33.7
"ZWE",2001,34.2
"ZWE",2002,34.2
"ZWE",2003,35.1
"ZWE",2004,35.6
"ZWE",2005,36.1
"ZWE",2006,37.2
"ZWE",2007,37.2
"ZWE",2008,37.7
"ZWE",2009,43.4
"ZWE",2010,38.9
"ZWE",2011,36.9
"ZWE",2012,44
"ZWE",2013,40.6
"ZWE",2014,32.3
"ZWE",2015,33.7
"ZWE",2016,42.5
"ZWE",2017,44
"ZWE",2018,45.4
"ZWE",2019,46.7
"ZWE",2020,52.7
"ZWE",2021,49
"EAS",2000,92.1
"EAS",2001,92.6
"EAS",2002,93
"EAS",2003,93.2
"EAS",2004,94
"EAS",2005,93.6
"EAS",2006,94.7
"EAS",2007,94.7
"EAS",2008,95.2
"EAS",2009,95
"EAS",2010,95.6
"EAS",2011,96
"EAS",2012,96.3
"EAS",2013,96.5
"EAS",2014,96.7
"EAS",2015,97
"EAS",2016,97
"EAS",2017,97.7
"EAS",2018,97.7
"EAS",2019,97.9
"EAS",2020,97.8
"EAS",2021,98.2
"ECS",2000,99.1
"ECS",2001,99.2
"ECS",2002,99.2
"ECS",2003,99.2
"ECS",2004,99.2
"ECS",2005,99.3
"ECS",2006,99.3
"ECS",2007,99.4
"ECS",2008,99.4
"ECS",2009,99.5
"ECS",2010,99.7
"ECS",2011,99.7
"ECS",2012,99.8
"ECS",2013,99.8
"ECS",2014,99.9
"ECS",2015,99.2
"ECS",2016,99.8
"ECS",2017,100
"ECS",2018,100
"ECS",2019,100
"ECS",2020,100
"ECS",2021,100
"LCN",2000,91.7
"LCN",2001,92.3
"LCN",2002,92.6
"LCN",2003,92.7
"LCN",2004,93.2
"LCN",2005,93.5
"LCN",2006,94.3
"LCN",2007,94.5
"LCN",2008,95.2
"LCN",2009,95.4
"LCN",2010,95.9
"LCN",2011,96.2
"LCN",2012,96.6
"LCN",2013,96.9
"LCN",2014,97
"LCN",2015,97.3
"LCN",2016,97.5
"LCN",2017,97.7
"LCN",2018,97.8
"LCN",2019,98
"LCN",2020,98.2
"LCN",2021,98.3
"MEA",2000,92.4
"MEA",2001,92.6
"MEA",2002,92.5
"MEA",2003,93.4
"MEA",2004,93.2
"MEA",2005,93.9
"MEA",2006,95.8
"MEA",2007,94.2
"MEA",2008,94.8
"MEA",2009,94.9
"MEA",2010,95.9
"MEA",2011,95.9
"MEA",2012,95.4
"MEA",2013,97.1
"MEA",2014,96.5
"MEA",2015,96.5
"MEA",2016,96.8
"MEA",2017,97.6
"MEA",2018,96.1
"MEA",2019,97.1
"MEA",2020,97.2
"MEA",2021,97.3
"NAC",2000,100
"NAC",2001,100
"NAC",2002,100
"NAC",2003,100
"NAC",2004,100
"NAC",2005,100
"NAC",2006,100
"NAC",2007,100
"NAC",2008,100
"NAC",2009,100
"NAC",2010,100
"NAC",2011,100
"NAC",2012,100
"NAC",2013,100
"NAC",2014,100
"NAC",2015,100
"NAC",2016,100
"NAC",2017,100
"NAC",2018,100
"NAC",2019,100
"NAC",2020,100
"NAC",2021,100
"SAS",2000,57.9
"SAS",2001,59.5
"SAS",2002,60.6
"SAS",2003,63.3
"SAS",2004,62.7
"SAS",2005,66.7
"SAS",2006,66.9
"SAS",2007,70.1
"SAS",2008,72.5
"SAS",2009,73.7
"SAS",2010,75.1
"SAS",2011,78
"SAS",2012,79.5
"SAS",2013,81.7
"SAS",2014,83.9
"SAS",2015,86.8
"SAS",2016,88.9
"SAS",2017,91.7
"SAS",2018,94.6
"SAS",2019,95.3
"SAS",2020,96.2
"SAS",2021,98.8
"SSF",2000,25.7
"SSF",2001,26.1
"SSF",2002,27.3
"SSF",2003,29.5
"SSF",2004,29.3
"SSF",2005,29.3
"SSF",2006,31.1
"SSF",2007,32.5
"SSF",2008,32.3
"SSF",2009,32.5
"SSF",2010,33.2
"SSF",2011,35.8
"SSF",2012,36.7
"SSF",2013,37.9
"SSF",2014,38.3
"SSF",2015,39.1
"SSF",2016,43.7
"SSF",2017,43.7
"SSF",2018,46.3
"SSF",2019,47.1
"SSF",2020,48.5
"SSF",2021,50.6
"WLD",2000,78.4
"WLD",2001,78.8
"WLD",2002,79.2
"WLD",2003,80.1
"WLD",2004,80.1
"WLD",2005,80.8
"WLD",2006,81.5
"WLD",2007,82.1
"WLD",2008,82.8
"WLD",2009,83
"WLD",2010,83.6
"WLD",2011,84.6
"WLD",2012,85.1
"WLD",2013,85.8
"WLD",2014,86.3
"WLD",2015,87
"WLD",2016,88.2
"WLD",2017,89
"WLD",2018,89.9
"WLD",2019,90.2
"WLD",2020,90.5
"WLD",2021,91.4
